"employee_id","employee","shifts_per_week","total_oncall_duration"
745415674,"Kayden Ortiz","5","34:00:00"
709797017,"Jaxson Mendoza","5","34:00:00"
582716814,"Jacob Miller","5","34:00:00"
638146122,"Logan Keller","5","34:00:00"
558300831,"Elias Sanders","5","34:00:00"
704011847,"Brooks Nelson","5","34:00:00"
527550913,"Peter Wilson","5","34:00:00"
580935334,"Silas Edwards","5","34:00:00"
762084647,"Mason Long","5","34:00:00"
659702151,"Evan Davis","5","34:00:00"
592375716,"Isaiah Cook","5","34:00:00"
869654844,"Miles Gonzalez","5","34:00:00"
517459090,"Andrew Kim","5","34:00:00"
738101378,"Jaxson Bailey","5","34:00:00"
825355447,"Peter Wilson","5","34:00:00"
835052834,"Leonardo Hill","5","34:00:00"
612321481,"Roman Bailey","5","34:00:00"
726264957,"Wesley Ray","5","34:00:00"
519593513,"David Freeman","5","34:00:00"
660754478,"Cameron Baker","5","34:00:00"
551763740,"Nicholas Wood","5","34:00:00"
725377337,"Leo Baker","5","34:00:00"
656967819,"Aiden Perez","5","34:00:00"
880221091,"Kai Jimenez","5","34:00:00"
678526631,"Mason Adams","5","34:00:00"
542981243,"Ryder Mendoza","5","33:00:00"
603216097,"Aiden Flores","5","33:00:00"
543689944,"Maverick Rogers","5","33:00:00"
852872732,"Christopher Kim","5","33:00:00"
809986514,"Brooks Cruz","5","33:00:00"
848338600,"Jackson Williams","5","33:00:00"
803463251,"Isaac Morris","5","33:00:00"
803790757,"Easton Hall","5","33:00:00"
546220528,"Rafael Gutierrez","5","33:00:00"
593151246,"Kai Keller","5","33:00:00"
596785557,"Emmett Riley","5","33:00:00"
878917437,"Christian Wilson","5","33:00:00"
805036387,"Bennett Clark","5","33:00:00"
593458135,"Bennett Bryant","5","33:00:00"
564967260,"Jonathan Cooper","5","33:00:00"
547868572,"Everett Evans","5","33:00:00"
565359490,"Santiago Cohen","5","33:00:00"
874452889,"Harlan Smith","5","33:00:00"
826674543,"Gael Anderson","5","33:00:00"
878235636,"Declan Jones","5","33:00:00"
651722798,"Austin Chavez","5","33:00:00"
755283301,"Miles Reeves","5","33:00:00"
648830471,"Henry Gardner","5","33:00:00"
679878808,"Gabriel Baldwin","5","33:00:00"
717953598,"David Cross","5","33:00:00"
645187537,"Peter Gutierrez","5","33:00:00"
870041950,"Ezekiel Scott","5","33:00:00"
842841758,"Ryan Gray","5","33:00:00"
558259002,"Max Reyes","5","33:00:00"
681289260,"Carter Fischer","5","33:00:00"
868488021,"Malik Nolan","5","33:00:00"
699122797,"Miles Rivera","5","33:00:00"
764109700,"Michael Edwards","5","33:00:00"
581923444,"Gael Ward","5","33:00:00"
582144680,"Kayden Hernandez","5","33:00:00"
765346087,"Shane Potter","5","33:00:00"
515461715,"Owen Lewis","5","33:00:00"
766253844,"Thomas Turner","5","33:00:00"
713969373,"Connor Douglas","5","33:00:00"
552284820,"Jackson Ruiz","5","33:00:00"
504555697,"Asher Patel","5","33:00:00"
700821426,"Austin Harris","5","33:00:00"
719225100,"Hudson Riley","5","33:00:00"
699454838,"Noah Walker","5","33:00:00"
814485277,"Hector Alvarez","5","33:00:00"
863749079,"Micah Young","5","33:00:00"
814282174,"Rowan Hall","5","33:00:00"
533580398,"Damian Johnson","5","33:00:00"
533638184,"Benjamin Rogers","5","33:00:00"
556898100,"Axel Adams","5","33:00:00"
777077396,"Victor Gutierrez","5","33:00:00"
746976483,"Luca Rogers","5","33:00:00"
622283484,"Sebastian Scott","5","33:00:00"
702272891,"Zane Pena","5","33:00:00"
620909581,"Mason Cruz","5","33:00:00"
557263991,"Axel James","5","33:00:00"
670310848,"Declan Riley","5","33:00:00"
787817602,"Brooks Campbell","5","33:00:00"
812673889,"Kody Green","5","33:00:00"
614869426,"Omar Thompson","5","33:00:00"
539102910,"Grayson Ward","5","33:00:00"
539829141,"Oliver Carter","5","33:00:00"
713224190,"Wyatt Clark","5","33:00:00"
610086056,"Orion Nelson","5","33:00:00"
660508590,"Grayson Thomas","5","33:00:00"
589931846,"Noah Martin","5","33:00:00"
504129267,"Easton Wood","5","33:00:00"
855085227,"Jameson Stewart","5","33:00:00"
748345678,"Dylan Myers","5","33:00:00"
854399728,"Kai Alvarez","5","33:00:00"
571724925,"Luke James","5","33:00:00"
605393752,"Eli Morris","5","33:00:00"
937045548,"Jaxon Harris","5","33:00:00"
935032492,"Silas Ray","5","33:00:00"
929081172,"Owen Murphy","5","33:00:00"
987558647,"Jace Keller","5","33:00:00"
984901119,"Jayden Nelson","5","33:00:00"
985081373,"Miles Freeman","5","33:00:00"
923108173,"Lincoln Hamilton","5","33:00:00"
976775303,"Isaac James","5","33:00:00"
895738936,"Greyson Long","5","33:00:00"
974730181,"Evan Reeves","5","33:00:00"
897072135,"Weston Peterson","5","33:00:00"
952585312,"Roman Gardner","5","33:00:00"
997424882,"Carson Cohen","5","33:00:00"
941040122,"Austin Lopez","5","33:00:00"
963806703,"Harlan Davis","5","33:00:00"
922070299,"Connor Schultz","5","33:00:00"
953318144,"Jaxson Ruiz","5","33:00:00"
915556898,"Jose Brown","5","33:00:00"
898847465,"Finn White","5","33:00:00"
975680676,"Micah Flores","5","33:00:00"
930573378,"Josiah Turner","5","33:00:00"
978792701,"Tristan Morris","5","33:00:00"
381820764,"Brooks Hamilton","5","33:00:00"
121528783,"Adrian Pena","5","33:00:00"
436908441,"Joseph Spencer","5","33:00:00"
427936328,"Noah Long","5","33:00:00"
199169863,"Michael Thompson","5","33:00:00"
261427922,"Lucas Thomas","5","33:00:00"
196427744,"Zane Bailey","5","33:00:00"
213586688,"Noah Evans","5","33:00:00"
494841349,"Daniel Riley","5","33:00:00"
372026044,"Cameron Flores","5","33:00:00"
110502086,"Nolan Lee","5","33:00:00"
276534445,"Elias Morgan","5","33:00:00"
290029875,"Victor Ross","5","33:00:00"
318029705,"Luca Morales","5","33:00:00"
183078938,"Damian Wright","5","33:00:00"
435207171,"Joshua Cross","5","33:00:00"
335393991,"Peter Watson","5","33:00:00"
257466334,"Miles Lopez","5","33:00:00"
443711957,"Micah Scott","5","33:00:00"
210406992,"Victor Rogers","5","33:00:00"
465947675,"Owen White","5","33:00:00"
408680274,"Christian Sutton","5","33:00:00"
197540755,"Asher Hall","5","33:00:00"
111014859,"John Graham","5","33:00:00"
166468736,"Elias Fischer","5","33:00:00"
434870850,"Victor Sutton","5","33:00:00"
437940270,"Easton Thomas","5","33:00:00"
377894464,"Silas Jones","5","33:00:00"
320844230,"Ryan Kim","5","33:00:00"
105886784,"Nathan Hamilton","5","33:00:00"
208426631,"Luke Sanchez","5","33:00:00"
249425715,"Isaiah Hernandez","5","33:00:00"
125443573,"Julian Reyes","5","33:00:00"
357314428,"Lucas Collins","5","33:00:00"
421633175,"Jack Gardner","5","33:00:00"
349240124,"Jonathan Brooks","5","33:00:00"
213642227,"Angel Rivera","5","33:00:00"
241436763,"Rowan Martinez","5","33:00:00"
380583982,"Ezra Stewart","5","33:00:00"
395318129,"Leo Walker","5","33:00:00"
101635253,"Finn Hernandez","5","33:00:00"
177077483,"Victor Douglas","5","33:00:00"
284509819,"Jacob Lopez","5","33:00:00"
209682156,"Shane Mitchell","5","33:00:00"
442034381,"Lucas Wood","5","33:00:00"
374332075,"Emmett Jackson","5","33:00:00"
215934288,"Peter Walker","5","33:00:00"
342814055,"Jameson Wilson","5","33:00:00"
259170279,"Jordan Gutierrez","5","33:00:00"
440284300,"Matthew Davis","5","33:00:00"
451345707,"Logan Walker","5","33:00:00"
249218501,"Jacob Rodriguez","5","32:00:00"
216872623,"Noah Davis","5","32:00:00"
140962315,"Omar Phillips","5","32:00:00"
407493942,"Christian Young","5","32:00:00"
322166104,"Jaxson Jimenez","5","32:00:00"
208015201,"Robert Wilson","5","32:00:00"
128035813,"Robert Nelson","5","32:00:00"
295489722,"Oliver Jones","5","32:00:00"
369560224,"Elijah Chavez","5","32:00:00"
314543972,"Maverick Taylor","5","32:00:00"
268442652,"Colton Scott","5","32:00:00"
288144096,"Weston Morgan","5","32:00:00"
493080158,"Ryder Kim","5","32:00:00"
154572459,"Harlan Figueroa","5","32:00:00"
133226199,"Logan Graham","5","32:00:00"
462897428,"Aiden Sanchez","5","32:00:00"
412607504,"Victor Hall","5","32:00:00"
154973533,"Xavier Jones","5","32:00:00"
322980416,"Roman Ramos","5","32:00:00"
314142531,"Silas Adams","5","32:00:00"
325087698,"Sebastian King","5","32:00:00"
109323190,"Harlan Gray","5","32:00:00"
324391970,"Ezra Price","5","32:00:00"
501595124,"Aaron Bryant","5","32:00:00"
235196330,"Adrian Gomez","5","32:00:00"
182731765,"Weston Johnson","4","32:00:00"
176822977,"Angel Holmes","5","32:00:00"
249776723,"Tristan Powell","5","32:00:00"
213543473,"Gael Keller","5","32:00:00"
436744271,"Jace Nelson","5","32:00:00"
315218942,"Ethan Taylor","5","32:00:00"
291182567,"Lincoln Gonzalez","5","32:00:00"
233537895,"Jonathan James","5","32:00:00"
489526690,"John Jimenez","5","32:00:00"
293197176,"Gabriel Jackson","5","32:00:00"
246028658,"Liam Diaz","5","32:00:00"
306036211,"Wyatt Gutierrez","5","32:00:00"
492182481,"Axel Ward","5","32:00:00"
430114328,"Everett Chavez","5","32:00:00"
111817700,"Lucas Herrera","5","32:00:00"
341338154,"Dominic Stewart","5","32:00:00"
288782836,"Colton Parker","5","32:00:00"
303437198,"Axel Adams","5","32:00:00"
127811893,"John Stephens","5","32:00:00"
385411715,"Wyatt Smith","5","32:00:00"
440149228,"Brayden Jones","5","32:00:00"
143307436,"Silas Myers","5","32:00:00"
356045899,"Jack Peterson","5","32:00:00"
420331644,"William Morgan","5","32:00:00"
200661895,"Kody Campbell","5","32:00:00"
140251464,"Austin Davis","5","32:00:00"
211932678,"Matthew Kelly","5","32:00:00"
153506066,"Damian Martin","5","32:00:00"
161422008,"Tristan Jackson","5","32:00:00"
411850248,"David Gomez","5","32:00:00"
110979021,"Jayden Adams","5","32:00:00"
402374555,"Josiah Walker","5","32:00:00"
157778529,"Dylan Wilson","5","32:00:00"
385538389,"Axel Price","5","32:00:00"
223177549,"Christopher Castillo","5","32:00:00"
461264875,"Ezekiel Perez","5","32:00:00"
264645900,"Malik Hall","5","32:00:00"
393071755,"Jaxson Brooks","5","32:00:00"
440494846,"Harlan Cooper","5","32:00:00"
303744678,"Ezra Berg","5","32:00:00"
287670626,"Aiden Hill","5","32:00:00"
162755159,"Zane Parker","5","32:00:00"
145409238,"William Chavez","5","32:00:00"
239752462,"Mateo Allen","5","32:00:00"
445113681,"Easton Evans","5","32:00:00"
405186014,"Jose Holmes","5","32:00:00"
367714000,"Theodore Watson","5","32:00:00"
215349392,"Kai Bryant","5","32:00:00"
151617126,"Julian Ray","5","32:00:00"
290620912,"Christian Reyes","5","32:00:00"
192350719,"Aiden Gomez","5","32:00:00"
362561491,"Owen Sanders","5","32:00:00"
458568208,"Aaron White","5","32:00:00"
345537221,"Jaxson Young","5","32:00:00"
248710154,"Eli Douglas","5","32:00:00"
264140665,"Isaiah Cook","5","32:00:00"
345183133,"Christian Nelson","5","32:00:00"
451386843,"Jose Chavez","5","32:00:00"
146696678,"Hudson Morgan","5","32:00:00"
128125307,"Joshua Roberts","5","32:00:00"
345639839,"Noah Sanders","5","32:00:00"
489381076,"Jeremiah Ray","5","32:00:00"
481351027,"Hunter Brown","5","32:00:00"
330287787,"Daniel Richardson","5","32:00:00"
232034884,"Leo Morgan","5","32:00:00"
226130552,"Levi Gomez","5","32:00:00"
176875993,"Shane Serrano","5","32:00:00"
493073729,"Logan Roberts","5","32:00:00"
344906558,"Cameron Cook","5","32:00:00"
454925400,"Mason Fischer","5","32:00:00"
453995709,"Landon Cox","5","32:00:00"
193643477,"Owen Davis","5","32:00:00"
215733363,"Jace Cruz","5","32:00:00"
259756674,"Grayson Williams","5","32:00:00"
224059896,"Jacob Kim","5","32:00:00"
318519524,"Jordan Johnson","5","32:00:00"
184191064,"Axel Mitchell","5","32:00:00"
333224829,"Max Campbell","5","32:00:00"
129425601,"Jaxon Myers","5","32:00:00"
428957402,"Andrew Potter","5","32:00:00"
262544861,"Samuel Murphy","5","32:00:00"
817441391,"Nathan Cook","5","32:00:00"
650074966,"Evan Gutierrez","5","32:00:00"
618745202,"Dylan Reeves","5","32:00:00"
583298765,"Robert Stephens","5","32:00:00"
517760828,"Waylon Young","5","32:00:00"
575834120,"Caleb Rogers","5","32:00:00"
636525235,"Parker Edwards","5","32:00:00"
510215491,"Greyson Gutierrez","5","32:00:00"
858881321,"Cooper Diaz","5","32:00:00"
743819335,"Levi Keller","5","32:00:00"
529782671,"Leo Mitchell","5","32:00:00"
583750677,"Sebastian Diaz","5","32:00:00"
552563007,"Harlan Richardson","5","32:00:00"
872913894,"Josiah Stephens","5","32:00:00"
662610252,"Everett Powell","5","32:00:00"
816297813,"Connor Taylor","5","32:00:00"
672107700,"Nathan Baker","5","32:00:00"
768048577,"David Campbell","5","32:00:00"
865261489,"Max Powell","5","32:00:00"
530390135,"Lincoln Carter","5","32:00:00"
545032622,"Jack Myers","5","32:00:00"
530542103,"Connor Jackson","5","32:00:00"
652421034,"Peter Edwards","5","32:00:00"
734108836,"Declan Cook","5","32:00:00"
549533952,"Sebastian Fischer","5","32:00:00"
543719242,"Isaac Ortiz","5","32:00:00"
709020827,"James Douglas","5","32:00:00"
731055834,"Cooper Gray","5","32:00:00"
746719130,"Jack Sutton","5","32:00:00"
674853649,"Asher Smith","5","32:00:00"
731494782,"Weston Lewis","5","32:00:00"
749752371,"Jameson Berg","5","32:00:00"
692844462,"Miles Thompson","5","32:00:00"
876368867,"Beau Robinson","5","32:00:00"
700938633,"Dylan Rivera","5","32:00:00"
864090303,"Leonardo Peterson","5","32:00:00"
686979543,"Christopher Parker","5","32:00:00"
594401109,"Connor Collins","5","32:00:00"
721618970,"Henry Reed","5","32:00:00"
709367939,"Sebastian Ray","5","32:00:00"
771975675,"David Lewis","5","32:00:00"
805735257,"Austin Parker","5","32:00:00"
562192921,"David Nolan","5","32:00:00"
799391980,"Jayden Gray","5","32:00:00"
789496667,"Jace Rivera","5","32:00:00"
561272278,"Peter Green","5","32:00:00"
551520056,"Brayden Rivera","5","32:00:00"
678460534,"Ezra Ramos","5","32:00:00"
506448249,"Harlan Holmes","5","32:00:00"
804253115,"Roman Kim","5","32:00:00"
789693766,"Santiago Alvarez","5","32:00:00"
714842621,"Julian Richardson","5","32:00:00"
701551066,"Jack Parker","5","32:00:00"
801536731,"John Cox","5","32:00:00"
791289500,"Jordan Lewis","5","32:00:00"
776955302,"Tristan White","5","32:00:00"
803826068,"Daniel Schultz","5","32:00:00"
598189138,"Peter Perez","5","32:00:00"
514855417,"Charles Rivera","5","32:00:00"
795770478,"Aiden Cook","5","32:00:00"
574417964,"Benjamin Rogers","5","32:00:00"
833722596,"Noah Rogers","5","32:00:00"
591335001,"Zane Collins","5","32:00:00"
660699319,"Jordan Richardson","5","32:00:00"
851296622,"Lincoln Weber","5","32:00:00"
861312409,"Dylan Ramos","5","32:00:00"
545130591,"Zane Freeman","5","32:00:00"
725360745,"Emmett Sanchez","5","32:00:00"
886312121,"Easton Freeman","5","32:00:00"
623532128,"Mateo Watson","5","32:00:00"
535800232,"Grayson Morris","5","32:00:00"
846401755,"Hudson Mendoza","5","32:00:00"
660557113,"Jaxson Kim","5","32:00:00"
821595572,"Hudson Roberts","5","32:00:00"
869675713,"Finn Wilson","5","32:00:00"
729350879,"Ryder Jones","5","32:00:00"
792268853,"Liam Baker","5","32:00:00"
525746578,"Peter Serrano","5","32:00:00"
555959579,"Carter Riley","5","32:00:00"
843414887,"Asher Weber","5","32:00:00"
745295807,"Adrian Nolan","5","32:00:00"
555960935,"Oliver Morris","5","32:00:00"
674410979,"Sebastian Ramos","5","32:00:00"
819997912,"Aaron Patel","5","32:00:00"
708386591,"John Robinson","5","32:00:00"
645688476,"Luca Harris","5","32:00:00"
524557971,"Damian Phillips","5","32:00:00"
733943689,"Santiago Campbell","5","32:00:00"
829272448,"Adrian Harris","5","32:00:00"
852732208,"Sebastian Riley","5","32:00:00"
733114615,"Sebastian Collins","5","32:00:00"
681312788,"Easton Kelly","5","32:00:00"
557458204,"John Smith","5","32:00:00"
704900197,"Kayden Rogers","5","32:00:00"
667862721,"Charles Lee","5","32:00:00"
648832241,"Samuel Keller","5","32:00:00"
868265038,"Aaron Pena","5","32:00:00"
610474207,"Caleb Riley","5","32:00:00"
844321470,"Hector Riley","5","32:00:00"
763267570,"Waylon Pena","5","32:00:00"
510112232,"Adrian Wright","5","32:00:00"
844338076,"Joseph Reeves","5","32:00:00"
581564551,"Declan Bailey","5","32:00:00"
505778735,"Greyson Jimenez","5","32:00:00"
755604662,"Grayson Adams","5","32:00:00"
561901156,"Rafael Gutierrez","5","32:00:00"
871885910,"Leo Weber","5","32:00:00"
826068364,"Leonardo Adams","5","32:00:00"
578072853,"Cameron Walker","5","32:00:00"
755551218,"Theodore Schultz","5","32:00:00"
668793500,"Kai Cooper","5","32:00:00"
587383283,"Jordan Green","5","32:00:00"
810441821,"Michael Rogers","5","32:00:00"
667883551,"Eli Nolan","5","32:00:00"
732032209,"Landon Mitchell","5","32:00:00"
765536990,"Kody Evans","5","32:00:00"
698470127,"Brayden Gonzalez","5","32:00:00"
958721047,"Daniel Rodriguez","5","32:00:00"
963425430,"Thomas Martin","5","32:00:00"
925896400,"Luke Harris","5","32:00:00"
932617725,"Luca Campbell","5","32:00:00"
917805905,"Lucas Baker","5","32:00:00"
924938684,"Jeremiah Cook","5","32:00:00"
953206889,"Zane Diaz","5","32:00:00"
984858545,"Kody Cruz","5","32:00:00"
985051357,"Isaiah Weber","5","32:00:00"
953204892,"Nicholas Ramirez","5","32:00:00"
905135109,"Adam Williams","5","32:00:00"
905180927,"Kody Pena","5","32:00:00"
981422181,"Ezekiel Stephens","5","32:00:00"
893976049,"Luca Nelson","5","32:00:00"
949296783,"Angel Cook","5","32:00:00"
971091344,"Jameson Gardner","5","32:00:00"
907041349,"Eli Herrera","5","32:00:00"
967492890,"Landon Stephens","5","32:00:00"
957575469,"Adam Ramos","5","32:00:00"
999579230,"Roman Hughes","5","32:00:00"
990296682,"Omar Evans","5","32:00:00"
958471322,"Jackson Price","5","32:00:00"
991462799,"Jonathan Gutierrez","5","32:00:00"
985570266,"Christopher James","5","32:00:00"
950111504,"John Schultz","5","32:00:00"
992237913,"Carson Miller","5","32:00:00"
944490354,"Christopher Ray","5","32:00:00"
975127476,"Omar King","5","32:00:00"
903734380,"Jayden Allen","5","32:00:00"
974589801,"Jose Gutierrez","5","32:00:00"
995247259,"Brooks Foster","5","32:00:00"
929495602,"Kai Hall","5","31:00:00"
944393146,"Waylon Castillo","5","31:00:00"
940667663,"Rowan Ortiz","5","31:00:00"
943455872,"Charles Holmes","5","31:00:00"
957515367,"Wesley Johnson","5","31:00:00"
906818707,"Leo Gonzalez","5","31:00:00"
957426865,"Owen Hamilton","5","31:00:00"
958731951,"Charles Cruz","5","31:00:00"
994667679,"Peter Reeves","5","31:00:00"
947229511,"Jeremiah Bryant","5","31:00:00"
983894897,"Hunter Clark","5","31:00:00"
955367014,"Noah Collins","5","31:00:00"
905748148,"Logan Green","5","31:00:00"
922353793,"Jeremiah Wright","5","31:00:00"
977567232,"Hudson Gonzalez","5","31:00:00"
995810611,"Nolan Brooks","5","31:00:00"
980739888,"Beau Hughes","5","31:00:00"
950037972,"Aiden Ray","5","31:00:00"
899035805,"Andrew Bryant","5","31:00:00"
945098190,"Emmett Allen","5","31:00:00"
979571726,"Asher Reed","5","31:00:00"
996140539,"Noah Hernandez","5","31:00:00"
909777457,"Ezra Sanchez","5","31:00:00"
894197337,"Hector Myers","5","31:00:00"
894157502,"Joshua Herrera","5","31:00:00"
979267604,"Micah Jackson","5","31:00:00"
954727059,"Carson Cross","5","31:00:00"
996209829,"Santiago Johnson","5","31:00:00"
954674006,"Ian Jones","5","31:00:00"
944106355,"Leo Riley","5","31:00:00"
951431371,"Jameson Jones","5","31:00:00"
939671909,"Max Anderson","5","31:00:00"
996685886,"Theodore Douglas","5","31:00:00"
906339546,"Mason Patel","5","31:00:00"
938558976,"Greyson Campbell","5","31:00:00"
991467886,"Mason Cruz","4","31:00:00"
949640442,"Jace Green","5","31:00:00"
902241230,"Bennett Baldwin","5","31:00:00"
938555611,"Kai Garcia","5","31:00:00"
967561320,"Santiago Price","5","31:00:00"
892021219,"Wesley Ortiz","5","31:00:00"
982245371,"Luca Smith","5","31:00:00"
919088890,"Joseph Torres","5","31:00:00"
924631235,"Kai Lee","5","31:00:00"
963864866,"Carson Stewart","5","31:00:00"
897962906,"Andrew Evans","5","31:00:00"
912510967,"Hector Scott","5","31:00:00"
254854202,"Jacob Jones","5","31:00:00"
400483343,"Easton Riley","5","31:00:00"
432340849,"Anthony Foster","5","31:00:00"
258837910,"Kayden Ruiz","5","31:00:00"
374360737,"Hudson Hall","5","31:00:00"
247566417,"Adrian Phillips","5","31:00:00"
440586547,"Samuel Phillips","5","31:00:00"
501313766,"Lucas Fischer","5","31:00:00"
199013153,"Hudson Morris","5","31:00:00"
497532526,"Max Rivera","5","31:00:00"
374893637,"Rafael Evans","5","31:00:00"
245747231,"Shane Wood","5","31:00:00"
276704668,"Theodore Brooks","5","31:00:00"
454637591,"Micah Lopez","5","31:00:00"
