"employee_id","full_name","department","total_paid"
188188804,"Joshua Rogers","IT","34322.77"
952181296,"Shane Lopez","IT","34317.08"
497188385,"Isaac Reed","IT","34303.73"
889224002,"Mason Hughes","IT","34284.51"
688641574,"Maverick Cooper","IT","34284.27"
785305328,"Micah Lam","IT","34237.02"
816276225,"Gael Ortiz","IT","34227.93"
187177464,"Elijah Ramos","IT","34214.52"
971738583,"Sebastian Ray","IT","34182.92"
804312257,"Carter Ross","IT","34120.22"
158928118,"Santiago Foster","IT","34111.71"
691394643,"Max Foster","IT","34109.29"
165835500,"Dylan Powell","IT","34021.41"
251622614,"Carter Evans","IT","34020.32"
883211066,"Parker Perez","IT","34016.18"
740404639,"Sebastian Nelson","IT","34001.31"
922750858,"Jackson Evans","IT","33998.19"
911636930,"Omar Douglas","IT","33985.35"
185388174,"Bennett Jimenez","IT","33969.45"
273279159,"Jackson Harris","IT","33961.37"
326409210,"Samuel Cruz","IT","33881.20"
742149807,"Caleb Spencer","IT","33869.57"
562104943,"Ryder Brown","IT","33857.16"
980668304,"Axel Carter","IT","33844.56"
453518115,"Ian Cooper","IT","33836.68"
100310060,"Emmett Smith","IT","33813.23"
731231587,"Austin Martinez","IT","33789.61"
550222622,"Hunter Hernandez","IT","33761.44"
146418529,"Benjamin Garcia","IT","33722.38"
368156664,"Silas Ramirez","IT","33704.75"
644789000,"Wyatt Collins","IT","33657.38"
378363971,"Orion Lopez","IT","33656.76"
417852833,"Aiden Murphy","IT","33631.21"
870203763,"Josiah Sanders","IT","33616.63"
953405494,"Theodore Cooper","IT","33616.30"
907233345,"Gabriel Gonzalez","IT","33573.77"
135113940,"Benjamin Castillo","IT","33543.23"
700363264,"Landon Price","IT","33532.63"
434527820,"Alexander Douglas","IT","33497.72"
509361904,"Ethan Stewart","IT","33480.45"
714438292,"Hudson Ruiz","IT","33477.86"
296440275,"Angel Morales","IT","33441.14"
934529315,"Eli Freeman","IT","33439.93"
802090018,"Silas Gutierrez","IT","33434.74"
261367670,"Elias Hernandez","IT","33432.55"
479005340,"Maverick Anderson","IT","33411.20"
207873565,"Leo Howard","IT","33380.91"
406050128,"Harlan Bailey","IT","33363.31"
932919532,"Angel Hill","IT","33362.75"
417195034,"Jacob Hernandez","IT","33345.37"
445448274,"Carson Price","IT","33337.65"
704403935,"Elijah Smith","IT","33278.06"
658760070,"Samuel Young","IT","33268.14"
470947497,"Jose Morgan","IT","33218.48"
579338505,"Levi Pena","IT","33155.32"
714788954,"Benjamin Hamilton","IT","33145.20"
349532977,"Ryder Moore","IT","33082.33"
859474287,"Grayson Ruiz","IT","33053.26"
880435077,"Brayden Freeman","IT","33045.03"
745659586,"Carter Edwards","IT","33041.34"
717725657,"James Thomas","IT","33034.19"
621716687,"Beau Phillips","IT","32961.52"
427792992,"Brayden Nelson","IT","32944.57"
283976226,"Gabriel Potter","IT","32933.97"
912100571,"Nicholas Scott","IT","32915.52"
750864569,"Mason Ross","IT","32913.93"
714604542,"Connor Castillo","IT","32908.47"
559403653,"Julian Bailey","IT","32879.42"
775070193,"Ethan Sanchez","IT","32871.82"
405685987,"Robert Carter","IT","32852.35"
778690831,"Jameson Rodriguez","IT","32822.89"
581961480,"Brayden Herrera","IT","32814.98"
197285384,"Aiden Lewis","IT","32799.03"
845515001,"Leo Spencer","IT","32768.41"
437890954,"Isaac Hamilton","IT","32679.12"
360706843,"Jayden Clark","IT","32678.74"
626185317,"Jeremiah Wright","IT","32662.99"
248020315,"Jeremiah Alvarez","IT","32651.82"
124193780,"Gael Morgan","IT","32645.05"
836611470,"Greyson Thompson","IT","32634.60"
402152849,"Jeremiah Morris","IT","32628.94"
999443849,"Matthew Martin","IT","32591.99"
791086616,"Kayden Fischer","IT","32586.11"
490787669,"Bennett Allen","IT","32573.98"
957955978,"Declan Thompson","IT","32565.64"
623509235,"Aiden Gray","IT","32549.64"
863209943,"Charles Berg","IT","32540.99"
524838953,"Elias Cooper","IT","32525.67"
411308367,"Nicholas Reeves","IT","32518.63"
208844934,"Christopher Cross","IT","32483.45"
477124572,"Brooks Long","IT","32479.44"
654701158,"Oliver Gutierrez","IT","32469.49"
806808360,"Jordan Reyes","IT","32465.51"
904697956,"Isaiah Graham","IT","32461.85"
895981109,"Victor Green","IT","32403.20"
559912198,"Brooks Morris","IT","32341.34"
159312510,"Sebastian Jackson","IT","32339.78"
438898482,"Andrew Foster","IT","32322.55"
718394851,"James Spencer","IT","32248.49"
806946475,"Hudson Walker","IT","32234.57"
986947723,"Thomas Bailey","IT","32219.85"
137030738,"Nicholas Watson","IT","32183.49"
595962435,"Gael Allen","IT","32164.38"
142821827,"Cameron Patel","IT","32157.04"
864703305,"Angel Wood","IT","32147.96"
244183104,"Henry Green","IT","32115.33"
148444524,"Micah Kelly","IT","32100.58"
723104720,"Hunter Richardson","IT","32082.47"
641926488,"Jordan Jones","IT","32065.72"
666104334,"Victor Torres","IT","32055.40"
575808422,"Austin Figueroa","IT","32007.82"
808985126,"Christian Reeves","IT","31999.02"
771804991,"Leonardo Wood","IT","31981.25"
135287905,"Samuel White","IT","31944.07"
742294784,"Hector Cox","IT","31900.31"
485642596,"Hudson Castillo","IT","31899.91"
260942937,"Jacob Cruz","IT","31866.86"
950885928,"Landon Garcia","IT","31856.02"
492137537,"Elias Figueroa","IT","31842.37"
666254211,"Brayden Wilson","IT","31816.11"
988459288,"Jace Lopez","IT","31808.01"
715362062,"Shane Hall","IT","31807.10"
739032234,"Lincoln Richardson","IT","31758.50"
197688435,"Hector King","IT","31744.62"
693626320,"Orion Hernandez","IT","31717.73"
385175522,"Malik Parker","IT","31700.52"
484975645,"Hector King","IT","31695.04"
108097062,"David Weber","IT","31689.44"
263070929,"Wesley Brooks","IT","31664.84"
706392548,"Caleb Mitchell","IT","31616.70"
921020148,"Axel Sanders","IT","31616.33"
424820266,"Caleb Gardner","IT","31615.90"
250772868,"Jordan Gonzalez","IT","31607.31"
468520049,"Connor Myers","IT","31606.73"
625626097,"Robert Flores","IT","31596.62"
409617217,"Max Riley","IT","31572.93"
607767009,"David Holmes","IT","31543.76"
193584443,"Samuel Martin","IT","31497.63"
457205245,"Declan Baker","IT","31429.36"
246025532,"Samuel Spencer","IT","31428.74"
447839865,"Levi Foster","IT","31377.83"
706971162,"Eli Collins","IT","31375.56"
511792639,"Hudson Brooks","IT","31373.99"
838355063,"Wyatt Cox","IT","31341.75"
604156161,"Noah Herrera","IT","31316.10"
739551830,"Alexander Walker","IT","31315.18"
904504299,"Malik Hall","IT","31277.24"
477762424,"Damian Nguyen","IT","31260.05"
371383222,"David Cooper","IT","31243.26"
366177360,"Anthony Long","IT","31189.56"
408663091,"Ryan Morris","IT","31181.60"
295584612,"Evan Holmes","IT","31164.30"
958381652,"Santiago Kim","IT","31138.67"
585413665,"Daniel Morris","IT","31136.39"
779989101,"Ryan Clark","IT","31100.52"
807884706,"Peter Cruz","IT","31098.29"
250616546,"Cooper Rodriguez","IT","31085.95"
517503529,"Sebastian Lam","IT","31065.81"
482851063,"Brooks Ramos","IT","31042.35"
378320917,"Brayden Sanchez","IT","31041.04"
594550645,"Michael Berg","IT","31034.80"
338461785,"Brayden Spencer","IT","31018.19"
408875630,"Jordan Clark","IT","30985.19"
650114115,"William Mendoza","IT","30974.81"
879486051,"Oliver Hamilton","IT","30972.19"
870234990,"Waylon Richardson","IT","30892.40"
160592507,"Leonardo Gomez","IT","30886.60"
606030266,"Axel Adams","IT","30868.66"
622621070,"Ryder Parker","IT","30850.27"
359206847,"Luca Powell","IT","30832.63"
450071598,"Gabriel Campbell","IT","30798.46"
978249513,"Leonardo Brooks","IT","30797.92"
101593247,"Carson Fischer","IT","30746.72"
944354093,"Joshua Cox","IT","30725.56"
208086447,"Greyson Robinson","IT","30725.45"
370809106,"Jacob Gonzalez","IT","30700.64"
219713244,"Elijah Scott","IT","30694.86"
782833542,"Maverick Serrano","IT","30694.35"
485415401,"Angel Riley","IT","30684.29"
236181634,"Nathan Figueroa","IT","30643.47"
152180420,"Adrian Weber","IT","30643.10"
568390772,"Hector Foster","IT","30642.79"
685918323,"William Moore","IT","30640.38"
853783117,"Parker Graham","IT","30637.93"
164974193,"William Lewis","IT","30621.28"
997895750,"Ryder Stewart","IT","30613.63"
353719257,"Cameron Ray","IT","30612.22"
787372585,"Rafael Sutton","IT","30576.73"
915697968,"Brayden Lam","IT","30563.90"
296069685,"Waylon Scott","IT","30560.43"
462705541,"Isaac Kelly","IT","30538.02"
323054019,"Miles Morales","IT","30525.27"
114345889,"Anthony Stewart","IT","30521.08"
619339613,"Gael Walters","IT","30485.34"
575732058,"Wesley Baker","IT","30472.71"
504573238,"Lucas Ramos","IT","30471.11"
861597194,"Gabriel Figueroa","IT","30430.52"
186006544,"Brooks Roberts","IT","30416.38"
932634017,"Evan Figueroa","IT","30414.05"
999875910,"Asher Bennett","IT","30369.37"
209827825,"Damian Schultz","IT","30358.53"
252308601,"Gael Potter","IT","30348.40"
730425595,"Lincoln Watson","IT","30328.57"
123482784,"Maverick Rodriguez","IT","30328.04"
856210979,"Easton Wright","IT","30327.65"
751366275,"Luke Berg","IT","30320.53"
723122263,"Theodore Brown","IT","30307.49"
963110778,"Jose Brooks","IT","30281.68"
397549619,"Shane Bryant","IT","30278.63"
785856013,"Kai Powell","IT","30241.28"
698705052,"Noah Ray","IT","30233.95"
475445951,"Eli Wood","IT","30230.64"
311657488,"Weston Holmes","IT","30226.68"
288922845,"Wyatt Lam","IT","30198.89"
617263481,"Hector Rivera","IT","30189.93"
562601941,"Colton Reeves","IT","30179.99"
930889020,"Christopher Ruiz","IT","30166.28"
863828046,"Malik Brown","IT","30163.19"
745186795,"Gabriel Morales","IT","30150.45"
201594657,"Hector Miller","IT","30145.66"
414495452,"Maverick Green","IT","30143.86"
338789633,"Hudson Edwards","IT","30137.45"
124600877,"Evan Potter","IT","30133.95"
798310046,"Aaron Ramos","IT","30095.28"
163481665,"Miles Serrano","IT","30068.84"
881340595,"Greyson Sanders","IT","30058.61"
397128068,"Omar Bryant","IT","30052.41"
625939651,"Jacob Ross","IT","29990.56"
177705906,"Jeremiah Moore","IT","29956.74"
531571959,"Hector Ramirez","IT","29954.90"
725031116,"Oliver Reed","IT","29936.04"
114039210,"Jeremiah Adams","IT","29901.52"
886752840,"Damian Richardson","IT","29891.96"
869834015,"Mateo Gomez","IT","29886.03"
556593431,"Mason Bailey","IT","29851.33"
148641315,"Miles Allen","IT","29830.82"
136587764,"Waylon Cross","IT","29814.92"
263245602,"Zane Alvarez","IT","29803.28"
974589801,"Jose Gutierrez","IT","29786.63"
615814592,"Theodore Cox","IT","29780.47"
105146715,"Mason Walters","IT","29775.55"
687807318,"Mason Douglas","IT","29756.26"
757389760,"Gael Walters","IT","29736.88"
391459198,"Kayden Riley","IT","29732.71"
486756929,"Evan Riley","IT","29725.77"
151057214,"Josiah Ward","IT","29696.72"
513471406,"Colton Robinson","IT","29694.76"
315413687,"Axel Taylor","IT","29690.56"
496836998,"Gael Long","IT","29665.76"
434814170,"Peter Martinez","IT","29662.10"
602504858,"Ryder Douglas","IT","29633.29"
900511494,"Cameron Foster","IT","29617.20"
435622821,"Adam Reyes","IT","29613.72"
709071715,"Ryan Rodriguez","IT","29609.76"
654141820,"John James","IT","29601.26"
132544606,"Roman Edwards","IT","29598.57"
603211476,"Charles Jackson","IT","29595.90"
659087343,"Michael Hall","IT","29566.77"
218437638,"Christopher Chavez","IT","29562.28"
181640284,"Hunter Johnson","IT","29561.94"
576929083,"Rafael Holmes","IT","29560.13"
274275450,"Axel Thompson","IT","29540.48"
425695178,"Carson Allen","IT","29537.06"
733229451,"Silas Flores","IT","29527.66"
877531947,"Mason Nolan","IT","29479.82"
915358505,"Anthony Lam","IT","29458.99"
183488512,"Elijah Gomez","IT","29447.49"
731714181,"Malik Edwards","IT","29442.19"
912450628,"Jonathan Thomas","IT","29439.88"
245427513,"Ian Douglas","IT","29431.07"
462826504,"Noah Alvarez","IT","29423.59"
615994010,"Christian Morales","IT","29411.71"
852537807,"Wyatt Jones","IT","29384.12"
921072852,"Alexander Roberts","IT","29381.08"
113858451,"Parker Richardson","IT","29374.03"
174639991,"James Harris","IT","29371.11"
101694303,"Aaron Figueroa","IT","29356.03"
331035283,"Joshua Taylor","IT","29347.78"
989506739,"Declan Hall","IT","29326.62"
968019856,"Leo Chavez","IT","29314.65"
341738979,"Kayden Cruz","IT","29307.16"
310556048,"Hunter Moore","IT","29301.92"
866810646,"Miles Ramirez","IT","29296.53"
154748409,"Jaxson Lee","IT","29284.94"
696533330,"Charles White","IT","29283.39"
823365431,"Jackson Davis","IT","29281.62"
644317731,"Jordan Powell","IT","29275.74"
243076098,"Hudson Alvarez","IT","29248.66"
739105538,"Asher Perez","IT","29228.21"
678957946,"Dylan Murphy","IT","29201.98"
472152277,"Hector Wright","IT","29192.85"
389510038,"Declan Parker","IT","29192.53"
458955879,"Gael Howard","IT","29182.29"
367999735,"Jeremiah Berg","IT","29159.77"
313439231,"Alexander Myers","IT","29141.52"
745845276,"Ezekiel Lee","IT","29101.39"
206054009,"Waylon Cox","IT","29064.87"
971204593,"Bennett Graham","IT","29064.09"
266779820,"Declan Watson","IT","29058.71"
116816928,"Harlan Parker","IT","29053.48"
143542920,"Theodore Jones","IT","29040.00"
220558173,"Alexander Alvarez","IT","29030.74"
974377983,"Elias Torres","IT","29024.77"
477603094,"Andrew Nelson","IT","29008.88"
704480672,"Waylon Baker","IT","29004.03"
866309865,"Noah Gonzalez","IT","28999.18"
358684452,"Nolan Roberts","IT","28982.35"
575156931,"Aiden Taylor","IT","28972.84"
350503088,"Aaron Walters","IT","28951.05"
648881859,"Peter Phillips","IT","28945.70"
219502675,"Peter Gutierrez","IT","28941.80"
403675336,"John Chavez","IT","28890.41"
862071461,"Kai Wright","IT","28889.39"
439626382,"Santiago King","IT","28881.71"
761686120,"Kayden Harris","IT","28845.41"
617654657,"Mateo Adams","IT","28844.10"
278350305,"Ian Nolan","IT","28838.85"
228499707,"Luke Brown","IT","28832.49"
408645033,"Owen Hamilton","IT","28811.60"
936972240,"Colton Flores","IT","28805.53"
176851176,"Jaxson Lopez","IT","28796.30"
411581192,"Alexander James","IT","28793.20"
294192529,"Cameron Douglas","IT","28779.86"
167336552,"Ian Gardner","IT","28775.67"
156858013,"Nathan Fischer","IT","28762.01"
962311442,"Benjamin Hill","IT","28744.81"
176807707,"Grayson Figueroa","IT","28733.39"
271800912,"Logan Watson","IT","28711.50"
529022107,"Hector Jackson","IT","28703.27"
758111911,"Joshua Patel","IT","28639.76"
595032807,"Gabriel Gomez","IT","28627.91"
593106239,"Jackson Nguyen","IT","28626.85"
158500070,"Aaron Allen","IT","28617.91"
115371057,"Hunter Lewis","IT","28615.34"
796069640,"Dylan Wright","IT","28589.20"
843265811,"Santiago Jones","IT","28581.66"
794044265,"Caleb Baldwin","IT","28578.86"
830318611,"Carson Ruiz","IT","28578.77"
317559010,"Brooks Collins","IT","28569.26"
996512134,"Joseph Gonzalez","IT","28556.96"
113602951,"Connor Riley","IT","28554.11"
844281470,"Austin Serrano","IT","28542.79"
632918523,"Finn Perez","IT","28535.58"
922745813,"Ryan Lewis","IT","28535.44"
577949106,"Weston Moore","IT","28530.95"
969421291,"Michael Baldwin","IT","28521.95"
748705886,"Malik Hill","IT","28521.59"
739088691,"Micah Lewis","IT","28518.28"
287168205,"Parker Keller","IT","28505.56"
974325673,"Jameson Watson","IT","28504.38"
838889422,"Benjamin Potter","IT","28489.80"
583541818,"Charles Ray","IT","28476.34"
635546429,"Nicholas Herrera","IT","28469.82"
727067609,"Kayden Kelly","IT","28467.92"
399042997,"Jayden Figueroa","IT","28458.53"
951820484,"Liam Wilson","IT","28440.90"
100270502,"Levi Smith","IT","28440.05"
675045502,"Ezekiel Mitchell","IT","28426.81"
595364662,"Bennett Cohen","IT","28418.25"
517155513,"Damian Morgan","IT","28417.11"
956799230,"Bennett Young","IT","28407.36"
895331383,"Malik Miller","IT","28406.21"
445259553,"Santiago Martin","IT","28376.19"
933683664,"Emmett Schultz","IT","28375.91"
126451684,"Santiago Rivera","IT","28371.78"
612033565,"Tristan Alvarez","IT","28358.06"
523887091,"Leo Hernandez","IT","28357.63"
858923349,"Dylan Sutton","IT","28356.79"
745542025,"Silas Bailey","IT","28353.03"
159333679,"Declan Patel","IT","28311.81"
670274093,"Evan Anderson","IT","28304.12"
387454834,"Santiago Rodriguez","IT","28286.65"
280067815,"Jack Stewart","IT","28274.71"
539028343,"Aaron Lewis","IT","28270.58"
460124668,"Owen Ramos","IT","28263.33"
327161014,"Ezekiel Rogers","IT","28260.50"
270669874,"David Hamilton","IT","28259.18"
450202671,"Miles Jimenez","IT","28235.52"
613906462,"Silas Martin","IT","28227.30"
276033802,"Kayden Berg","IT","28215.42"
983974765,"Jackson Richardson","IT","28207.96"
826509813,"Asher Smith","IT","28197.30"
463922019,"Austin Price","IT","28194.84"
670730574,"Axel Thompson","IT","28173.15"
590123893,"Wesley Nguyen","IT","28161.38"
921253261,"Angel Diaz","IT","28150.87"
484488316,"Gael James","IT","28146.39"
762160553,"Peter Cross","IT","28125.10"
793251785,"Lincoln Turner","IT","28117.39"
335638047,"Mateo Cox","IT","28095.45"
455729874,"Carter Wood","IT","28078.59"
624321954,"Grayson Jimenez","IT","28068.89"
194517801,"Beau King","IT","28009.05"
697940023,"Finn Walters","IT","27999.38"
486106617,"Owen Diaz","IT","27990.34"
196821918,"Nathan Serrano","IT","27988.22"
742521879,"Finn Chavez","IT","27956.39"
363481305,"Greyson Chavez","IT","27947.18"
435262160,"Evan Berg","IT","27942.59"
152459044,"Jaxon Rogers","IT","27936.59"
626466423,"Silas Harris","IT","27934.96"
479988993,"Wyatt Thomas","IT","27931.15"
521658288,"Ryan Powell","IT","27913.71"
343550630,"Landon Sutton","IT","27902.84"
313313152,"Ezekiel Berg","IT","27882.47"
388348651,"Connor Keller","IT","27881.30"
430037905,"Silas Davis","IT","27880.20"
640568997,"Weston Carter","IT","27874.14"
765471809,"Grayson Diaz","IT","27869.65"
551278424,"Elijah Potter","IT","27864.82"
987385851,"Victor Alvarez","IT","27861.49"
472162549,"Peter Sutton","IT","27860.46"
299763211,"Julian Chavez","IT","27852.29"
613908104,"James Fischer","IT","27842.85"
910781044,"Emmett Reyes","IT","27828.96"
760772442,"Axel Harris","IT","27826.44"
899776163,"Xavier Hill","IT","27824.51"
789848818,"Max Perez","IT","27821.36"
802956939,"Isaiah Kim","IT","27812.83"
583840651,"Jonathan Serrano","IT","27796.26"
746689324,"Andrew Ramos","IT","27758.50"
224411751,"Cameron Ruiz","IT","27755.13"
249218501,"Jacob Rodriguez","IT","27752.85"
697381784,"Emmett Green","IT","27741.39"
506792890,"Caleb Perez","IT","27737.41"
719043800,"Jacob Mendoza","IT","27736.99"
310806994,"Charles Pena","IT","27731.90"
609679184,"Damian Flores","IT","27726.85"
103139929,"Julian Price","IT","27713.49"
813284051,"Parker Diaz","IT","27712.52"
875563172,"Tristan Gomez","IT","27701.69"
498946709,"Robert Bryant","IT","27699.33"
284500995,"Everett Green","IT","27692.23"
358890036,"Silas Phillips","IT","27686.21"
889132165,"Landon Riley","IT","27685.49"
182931473,"Tristan Jackson","IT","27672.67"
490437401,"Silas Rogers","IT","27672.09"
267119045,"Lucas Evans","IT","27666.53"
132074249,"Xavier Morris","IT","27664.84"
507040601,"Hector Gonzalez","IT","27653.30"
893659746,"Nicholas Turner","IT","27648.03"
866792048,"Gabriel Freeman","IT","27630.82"
347350295,"Grayson Smith","IT","27618.47"
811121762,"Ryder Turner","IT","27617.83"
123042265,"Gabriel Allen","IT","27608.59"
910358441,"Julian Baldwin","IT","27596.35"
783645436,"Zane Peterson","IT","27588.07"
840832541,"Josiah Miller","IT","27574.97"
539663103,"Matthew Walker","IT","27571.11"
180588014,"Jace Sutton","IT","27569.04"
529677733,"Jaxon Diaz","IT","27558.32"
317770980,"Weston Hughes","IT","27539.57"
882606301,"Jose Ray","IT","27539.32"
143989665,"Leonardo Hill","IT","27537.66"
550268654,"Hector Turner","IT","27529.33"
620620618,"Silas Campbell","IT","27527.99"
787649455,"Logan Weber","IT","27526.02"
907759246,"Christian Reeves","IT","27511.79"
163575242,"Jaxson Ramos","IT","27509.21"
422263163,"Leo Rivera","IT","27465.86"
719177114,"Hunter Ortiz","IT","27461.37"
153722558,"Colton Baldwin","IT","27459.86"
254004811,"Peter Fischer","IT","27459.10"
129416617,"James Cooper","IT","27449.11"
180541154,"Gabriel Perez","IT","27445.19"
121261200,"Grayson Gray","IT","27436.64"
864078320,"Greyson Brown","IT","27421.52"
831074213,"Jordan Myers","IT","27421.39"
754011577,"Lincoln Cohen","IT","27402.08"
802779319,"Samuel Long","IT","27392.34"
883522373,"Nathan Miller","IT","27383.70"
449269445,"Mateo Bennett","IT","27382.37"
607058469,"Ian Collins","IT","27376.46"
907824156,"Dylan Long","IT","27369.02"
175170111,"Leonardo Nguyen","IT","27342.87"
352515729,"Brooks Hall","IT","27325.23"
280559740,"James Gutierrez","IT","27325.19"
314939736,"Jose Brooks","IT","27324.27"
961342499,"Angel Ramirez","IT","27317.73"
586042735,"Axel Powell","IT","27317.18"
855335780,"Damian Morales","IT","27312.03"
503170589,"Samuel Kim","IT","27310.53"
234062005,"Kai Reed","IT","27304.86"
171655397,"Anthony Turner","IT","27290.92"
118194774,"Samuel Martinez","IT","27276.72"
514605911,"Axel Schultz","IT","27263.38"
223742050,"Kai Sutton","IT","27261.37"
536072161,"Ryder Gardner","IT","27253.30"
249613880,"Robert Mitchell","IT","27249.21"
403052181,"Ian Walters","IT","27236.30"
161538452,"Ryan Price","IT","27235.62"
503169640,"John Wood","IT","27232.30"
420418343,"Owen Cox","IT","27216.67"
713559762,"Angel Chavez","IT","27216.14"
596479011,"Asher Thomas","IT","27210.81"
175622455,"Caleb Lee","IT","27209.99"
912866969,"Brayden Keller","IT","27204.63"
409097977,"Sebastian Peterson","IT","27201.15"
663403099,"Matthew Cooper","IT","27199.24"
985476618,"Declan Jones","IT","27196.08"
